Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;max(cc);avg(cc);bugs
synapse;1.0;org.apache.synapse.config.xml.endpoints.EndpointAbstractSerializer;2;1;0;18;15;1;6;15;2;2.0;63;0.0;0;0.0;0.5;0;0;30.5;-;-;-;-;-;-;7;3.5;0
synapse;1.0;org.apache.synapse.endpoints.dispatch.HttpSessionDispatcher;5;1;0;7;14;0;2;5;5;0.25;128;0.0;0;0.0;0.6;0;0;24.4;-;-;-;-;-;-;5;3.0;0
synapse;1.0;org.apache.synapse.mediators.builtin.ValidateMediator$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;-;-;-;-;-;0;0.0;0
synapse;1.0;org.apache.synapse.metrics.MetricsAggregatorModule;6;1;0;11;13;15;0;11;6;2.0;35;0.0;0;0.0;0.3611111;0;0;4.8333335;-;-;-;-;-;-;1;0.8333333;0
synapse;1.0;org.apache.synapse.config.xml.ClassMediatorSerializer;6;2;0;11;26;13;0;11;3;0.8666667;105;0.33333334;0;0.6;0.4;1;2;16.0;-;-;-;-;-;-;4;1.3333334;0
synapse;1.0;org.apache.synapse.config.xml.Constants;1;1;0;4;2;0;4;0;0;2.0;88;0.0;0;0.0;0.0;0;0;49.0;-;-;-;-;-;-;0;0.0;0
synapse;1.0;org.apache.synapse.endpoints.LoadbalanceEndpoint;14;1;0;8;27;35;3;5;14;0.74358976;165;1.0;2;0.0;0.25510204;0;0;10.357142;-;-;-;-;-;-;5;1.5714285;0
synapse;1.0;org.apache.synapse.Constants;1;1;0;11;3;0;8;3;0;2.0;69;0.0;0;0.0;0.0;0;0;6.0;-;-;-;-;-;-;0;0.0;0
synapse;1.0;org.apache.synapse.registry.url.SimpleURLRegistry;12;2;0;10;67;52;0;10;8;0.8484849;589;0.6666667;0;0.375;0.36363637;2;4;47.833332;-;-;-;-;-;-;8;2.25;0
synapse;1.0;org.apache.synapse.config.xml.EntrySerializer;5;1;0;13;26;6;1;12;2;0.75;145;0.8;0;0.0;0.3125;0;0;27.0;-;-;-;-;-;-;6;1.6;0
synapse;1.0;org.apache.synapse.config.xml.InMediatorSerializer;6;3;0;10;23;13;0;10;3;0.8666667;87;0.33333334;0;0.6923077;0.4;1;2;13.0;-;-;-;-;-;-;3;1.1666666;0
synapse;1.0;org.apache.synapse.mediators.builtin.PropertyMediator;15;2;0;10;44;47;2;8;12;0.8857143;479;0.7;0;0.31578946;0.3;0;0;30.266666;-;-;-;-;-;-;27;2.6;1
synapse;1.0;org.apache.synapse.config.Entry;26;1;0;16;34;257;12;4;23;0.95692307;196;0.61538464;1;0.0;0.19428572;0;0;6.0384617;-;-;-;-;-;-;3;1.2692307;0
synapse;1.0;org.apache.synapse.core.axis2.DynamicAxisOperation;3;5;0;6;6;3;2;5;3;2.0;18;0.0;0;0.9896907;0.5;0;0;5.0;-;-;-;-;-;-;1;0.33333334;0
synapse;1.0;org.apache.synapse.config.xml.HeaderMediatorFactory;5;2;0;12;39;6;0;12;3;0.8333333;224;0.6666667;0;0.25;0.41666666;0;0;43.2;-;-;-;-;-;-;13;3.0;0
synapse;1.0;org.apache.synapse.core.axis2.MessageContextCreatorForAxis2;6;1;0;13;14;5;3;10;4;0.75;65;0.75;2;0.0;0.2;0;0;9.166667;-;-;-;-;-;-;1;0.6666667;0
